variable,source,meanvals,medianval,stdevvals,min_q,max_q,country,age_distrib,intervention
total_DALY_0to1y,own,10687.5,8448,8263.8,2551.9,21025,TGO,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,827,630,682,183,1613.3,TGO,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,4919.2,3857,3882.9,1149,9763.3,TGO,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,354005.5,286310,260532.8,93601.4,651213.6,TGO,ZAF,monocl_Ab
total_medical_cost_0to1y,own,812124.9,675220.5,572568.1,223085.3,1480439.2,TGO,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,72042.2,57346,55406.6,17728.2,134964.9,TGO,ZAF,monocl_Ab
total_medical_cost_averted,own,344232.8,286203.5,242692.6,94558.7,627508.9,TGO,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,1010259,730503.5,962637.5,167828.2,2065940.5,UGA,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,2314546.7,1707022,2133275.1,399592.8,4673938.3,UGA,ZAF,monocl_Ab
hosp_cases,mcmarcel,40234.7,33545.5,26652.5,11367.8,74311.8,UGA,ZAF,monocl_Ab
hosp_cases,own,41271.1,34408,27336.3,11671.7,76192,UGA,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,3584.4,2874,2610.8,897,6880.5,UGA,ZAF,monocl_Ab
hosp_cases_averted,own,17133.8,14284.5,11348.7,4845.9,31631.4,UGA,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,8878378.8,9068502.5,722672.2,7547251.3,9502329.9,UGA,ZAF,monocl_Ab
incremental_cost_0to1y,own,5463455.8,6255167,3192910.1,-721636.8,8346251.7,UGA,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2287.7,1705.9,2051.4,469.3,4516.1,UGA,ZAF,monocl_Ab
net_cost/DALY_averted,own,234.6,173.4,262.9,-13.9,546.1,UGA,ZAF,monocl_Ab
rsv_cases,mcmarcel,457250.7,457255,169.9,456966,457461,UGA,ZAF,monocl_Ab
rsv_cases,own,469038.2,469074,1305,466839,470647,UGA,ZAF,monocl_Ab
rsv_deaths,mcmarcel,887.5,709,670.1,210,1725.3,UGA,ZAF,monocl_Ab
rsv_deaths,own,1359.6,1079,1045.9,322,2677.1,UGA,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,111.4,84,92.7,24,219,UGA,ZAF,monocl_Ab
rsv_deaths_averted,own,667.7,522,531.6,152,1330.5,UGA,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,25015.6,19585,19474.8,5935.5,48284.1,UGA,ZAF,monocl_Ab
total_DALY_0to1y,own,74674.1,59019,57739.8,17824,146922.7,UGA,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,6875.3,5234.5,5668.9,1523,13416.2,UGA,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,40896.3,32068,32281,9554,81185,UGA,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,3712574,2970431,2834897.3,888212.3,7000045.7,UGA,ZAF,monocl_Ab
total_medical_cost_0to1y,own,8551286.2,6982256.5,6327775.3,2187010.1,15821530.2,UGA,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,899940.6,709817.5,722672.2,204573.8,1736597.1,UGA,ZAF,monocl_Ab
total_medical_cost_averted,own,4314863.6,3523152.5,3192910.1,1103535.4,7983330.2,UGA,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,1302571,948606.5,1207703.5,218519.5,2646626.6,TZA,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,2972788,2200213.5,2633475.4,527158.1,6066860.7,TZA,ZAF,monocl_Ab
hosp_cases,mcmarcel,49121.2,40951,32539.4,13877.9,90696.4,TZA,ZAF,monocl_Ab
hosp_cases,own,49990.3,41695.5,33112.9,14139.7,92340.2,TZA,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,4564.4,3659.5,3326.6,1140.9,8757.3,TZA,ZAF,monocl_Ab
hosp_cases_averted,own,21771,18158.5,14420.8,6157.9,40214.8,TZA,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,12041342.5,12175992.5,514356,11070029.4,12501240.5,TZA,ZAF,monocl_Ab
incremental_cost_0to1y,own,9456153.9,9986032.5,2193946.4,5325256.2,11511342.5,TZA,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2236,1666,2006.1,466.4,4440,TZA,ZAF,monocl_Ab
net_cost/DALY_averted,own,295,213.4,269.7,47,603.1,TZA,ZAF,monocl_Ab
rsv_cases,mcmarcel,558241,558244,121,558038,558390,TZA,ZAF,monocl_Ab
rsv_cases,own,568125.2,568162,1028.8,566377.8,569388.4,TZA,ZAF,monocl_Ab
rsv_deaths,mcmarcel,1082.3,865,817.3,255,2107,TZA,ZAF,monocl_Ab
rsv_deaths,own,1644.1,1304.5,1264.3,389,3237.3,TZA,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,141.8,107.5,118.1,30,278,TZA,ZAF,monocl_Ab
rsv_deaths_averted,own,848,663.5,675.2,193,1688.5,TZA,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,33029.8,25838.5,25749.1,7806.7,63825.4,TZA,ZAF,monocl_Ab
total_DALY_0to1y,own,98570,77898.5,76277.6,23496,193884.3,TZA,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,9559.4,7276.5,7893.2,2109.9,18644.1,TZA,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,56852.3,44595,44909.7,13253,112813.5,TZA,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,2699834.6,2228069,1899959.8,739980.8,5055297.2,TZA,ZAF,monocl_Ab
total_medical_cost_0to1y,own,6169402.4,5170676.5,4135195.8,1765537.8,11312544.1,TZA,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,688015,553364.5,514356,176552.9,1300012.3,TZA,ZAF,monocl_Ab
total_medical_cost_averted,own,3273203.7,2743325,2193946.4,936713.7,6001920.1,TZA,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,1293672.9,844295,1522723.4,187066.9,2732573.8,ZMB,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,2958628.7,1950271,3315534.9,445088.3,6230985.4,ZMB,ZAF,monocl_Ab
hosp_cases,mcmarcel,14784.9,12326.5,9793.9,4176.9,27305.7,ZMB,ZAF,monocl_Ab
hosp_cases,own,15089.5,12586.5,9994.9,4267,27863,ZMB,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,1378.6,1105,1004.5,345,2645.5,ZMB,ZAF,monocl_Ab
hosp_cases_averted,own,6581,5489.5,4359.1,1861,12152.4,ZMB,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,2946435.2,3093677.5,575115.4,1882027.7,3458834.5,ZMB,ZAF,monocl_Ab
incremental_cost_0to1y,own,-212096.8,404102.5,2464828,-4827520.7,2055549.3,ZMB,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,1991.9,1441.4,1927.6,328.2,4089.9,ZMB,ZAF,monocl_Ab
net_cost/DALY_averted,own,23.9,25.7,285.1,-362.7,277.3,ZMB,ZAF,monocl_Ab
rsv_cases,mcmarcel,168023.8,168025,59.1,167925,168097,ZMB,ZAF,monocl_Ab
rsv_cases,own,171488.8,171500,384.3,170838,171962.1,ZMB,ZAF,monocl_Ab
rsv_deaths,mcmarcel,325.9,260.5,246.1,77,634,ZMB,ZAF,monocl_Ab
rsv_deaths,own,496.6,394,381.9,117,978,ZMB,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,42.8,32,35.7,9,84,ZMB,ZAF,monocl_Ab
rsv_deaths_averted,own,256.4,201,204.1,58,510.2,ZMB,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,9385.5,7345.5,7310.6,2223.8,18125.4,ZMB,ZAF,monocl_Ab
total_DALY_0to1y,own,28013.5,22145.5,21666.5,6687.9,55098.4,ZMB,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,2716.6,2068.5,2241.3,601,5299.1,ZMB,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,16157.9,12670.5,12757.3,3772,32067.2,ZMB,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,3279403.8,2766153,2116075.6,1101207.6,5818896,ZMB,ZAF,monocl_Ab
total_medical_cost_0to1y,own,7525272.8,6364542.5,4642979.6,2673609.5,13156073.1,ZMB,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,836424.8,689182.5,575115.4,258774.4,1494472.2,ZMB,ZAF,monocl_Ab
total_medical_cost_averted,own,3994956.8,3378757.5,2464828,1419344.8,6984191.7,ZMB,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,326572.3,236789,301195.6,55110.3,691723,ZWE,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,748830.6,547006.5,679262.7,133261.5,1544014.9,ZWE,ZAF,monocl_Ab
hosp_cases,mcmarcel,10923.2,9106.5,7235.9,3086,20167.8,ZWE,ZAF,monocl_Ab
hosp_cases,own,11133.6,9286,7374.7,3149,20563,ZWE,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,975.8,782.5,711.2,244,1872.4,ZWE,ZAF,monocl_Ab
hosp_cases_averted,own,4656.5,3884,3084.4,1317,8600.8,ZWE,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,2735387.7,2780105.5,170449.5,2407963.1,2888613.5,ZWE,ZAF,monocl_Ab
incremental_cost_0to1y,own,1890490.7,2070460,744921.7,505352.7,2585695.1,ZWE,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2575.4,1919.1,2316,538.8,5106.3,ZWE,ZAF,monocl_Ab
net_cost/DALY_averted,own,299.7,218.7,300.3,28.3,656.9,ZWE,ZAF,monocl_Ab
rsv_cases,mcmarcel,124137.4,124138,24.7,124096,124168,ZWE,ZAF,monocl_Ab
rsv_cases,own,126529.6,126538,245.8,126112,126832,ZWE,ZAF,monocl_Ab
rsv_deaths,mcmarcel,240.7,192,181.8,57,468.1,ZWE,ZAF,monocl_Ab
rsv_deaths,own,366.3,291,281.7,87,721.1,ZWE,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,30.3,23,25.3,7,59,ZWE,ZAF,monocl_Ab
rsv_deaths_averted,own,181.4,142,144.4,41,361.1,ZWE,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,6785,5309,5284.6,1608,13105.9,ZWE,ZAF,monocl_Ab
total_DALY_0to1y,own,20251.3,16009,15660.5,4837.9,39821.4,ZWE,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,1884.6,1435,1554.9,417,3674.8,ZWE,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,11208.9,8792,8848.6,2618,22237.5,ZWE,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,916657.1,745216,663274.6,237171.4,1736316,ZWE,ZAF,monocl_Ab
total_medical_cost_0to1y,own,2099012.9,1745641.5,1462661.9,575802.3,3926077.7,ZWE,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,224113,179395.5,170449.5,54174.8,431868.2,ZWE,ZAF,monocl_Ab
total_medical_cost_averted,own,1069010,889041,744921.7,293251.6,1999519.4,ZWE,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,860098.9,633277.5,776185.7,148666.1,1780890.9,SSD,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,1980424.2,1478434,1720275.2,357285.3,4129151.9,SSD,ZAF,monocl_Ab
hosp_cases,mcmarcel,9303.7,7758,6163,2628.9,17188.8,SSD,ZAF,monocl_Ab
hosp_cases,own,9594.7,7993.5,6354.9,2713.9,17718.9,SSD,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,461.5,370,336,116,886,SSD,ZAF,monocl_Ab
hosp_cases_averted,own,2209.1,1840,1463.2,625,4079.3,SSD,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,1051535.6,1108428.5,209019.5,657352.3,1238718.8,SSD,ZAF,monocl_Ab
incremental_cost_0to1y,own,26886,258552.5,914997.8,-1678960,874164.3,SSD,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2224.7,1623.3,2130.7,359.6,4620.6,SSD,ZAF,monocl_Ab
net_cost/DALY_averted,own,52.1,52.7,398.4,-410.1,395.8,SSD,ZAF,monocl_Ab
rsv_cases,mcmarcel,105732.8,105734,55.6,105639.9,105802,SSD,ZAF,monocl_Ab
rsv_cases,own,109042.2,109053,386.6,108394,109519,SSD,ZAF,monocl_Ab
rsv_deaths,mcmarcel,205.4,164,155.1,49,399.1,SSD,ZAF,monocl_Ab
rsv_deaths,own,316.4,251,243.4,75,623,SSD,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,14.3,11,11.9,3,28,SSD,ZAF,monocl_Ab
rsv_deaths_averted,own,86.1,67,68.6,20,172,SSD,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,5667.2,4440,4409.1,1345.9,10931.4,SSD,ZAF,monocl_Ab
total_DALY_0to1y,own,16919.8,13365,13079.1,4042,33291.2,SSD,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,861.7,656,710,191,1681.1,SSD,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,5126.1,4022.5,4045.1,1198,10179.6,SSD,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,2011854.3,1624104,1476491.8,512508.6,3818578.7,SSD,ZAF,monocl_Ab
total_medical_cost_0to1y,own,4635651.8,3806526.5,3274745.4,1227052.5,8671864.9,SSD,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,270599.6,213706.5,209019.5,64023,518400,SSD,ZAF,monocl_Ab
total_medical_cost_averted,own,1295249.2,1063582.5,914997.8,342851.3,2423008.8,SSD,ZAF,monocl_Ab
